passengers,day,date,weather,time_value,peak_hours,weekends,holidays,hour
49,Wednesday,2024-07-24,Sunny,11:41,No,No,No,11
15,Thursday,2024-07-11,Sunny,10:31,No,No,No,10
7,Wednesday,2024-03-27,Rainy,16:30,Yes,No,No,16
38,Tuesday,2024-11-12,Sunny,07:45,Yes,No,No,7
11,Monday,2024-05-06,Sunny,17:34,Yes,No,No,17
13,Saturday,2024-08-10,Rainy,08:27,Yes,Yes,No,8
21,Thursday,2024-12-05,Rainy,11:12,No,No,No,11
43,Wednesday,2024-08-14,Sunny,08:18,Yes,No,No,8
47,Thursday,2024-04-18,Sunny,13:47,No,No,No,13
32,Wednesday,2024-05-29,Rainy,08:28,Yes,No,No,8
50,Saturday,2024-07-13,Rainy,19:04,Yes,Yes,No,19
4,Wednesday,2024-03-27,Rainy,18:03,Yes,No,No,18
27,Monday,2024-05-27,Sunny,20:17,No,No,No,20
0,Tuesday,2024-11-05,Rainy,14:24,No,No,No,14
33,Friday,2024-09-06,Rainy,16:51,Yes,No,No,16
3,Thursday,2024-07-11,Rainy,05:20,No,No,No,5
45,Thursday,2024-02-22,Sunny,21:33,No,No,No,21
28,Saturday,2024-01-27,Sunny,07:35,Yes,Yes,No,7
37,Friday,2024-03-08,Rainy,10:40,No,No,No,10
50,Monday,2024-06-24,Sunny,16:20,Yes,No,No,16
30,Tuesday,2024-07-16,Sunny,19:48,Yes,No,No,19
48,Tuesday,2024-07-23,Rainy,10:13,No,No,No,10
6,Wednesday,2024-10-09,Rainy,05:55,No,No,No,5
3,Tuesday,2024-11-26,Sunny,17:21,Yes,No,No,17
12,Thursday,2024-06-27,Rainy,21:18,No,No,No,21
4,Friday,2024-08-09,Rainy,17:59,Yes,No,No,17
22,Saturday,2024-08-03,Rainy,15:43,No,Yes,No,15
25,Sunday,2024-03-24,Rainy,19:59,Yes,Yes,No,19
10,Sunday,2024-02-18,Sunny,18:12,Yes,Yes,No,18
42,Monday,2024-01-22,Rainy,22:43,No,No,No,22
49,Friday,2024-02-23,Sunny,05:49,No,No,No,5
35,Monday,2024-01-22,Sunny,08:48,Yes,No,No,8
0,Monday,2024-07-15,Sunny,14:56,No,No,No,14
44,Thursday,2024-05-16,Rainy,16:17,Yes,No,No,16
0,Monday,2024-07-15,Sunny,19:38,Yes,No,No,19
18,Wednesday,2024-08-21,Sunny,18:06,Yes,No,No,18
40,Thursday,2024-03-28,Rainy,16:27,Yes,No,No,16
37,Tuesday,2024-02-27,Rainy,19:12,Yes,No,No,19
2,Saturday,2024-05-18,Sunny,14:19,No,Yes,No,14
21,Monday,2024-05-20,Rainy,08:21,Yes,No,No,8
3,Monday,2024-10-07,Rainy,10:42,No,No,No,10
42,Sunday,2024-03-31,Sunny,11:48,No,Yes,No,11
21,Thursday,2024-06-20,Sunny,08:44,Yes,No,No,8
44,Friday,2024-10-11,Rainy,16:21,Yes,No,No,16
47,Saturday,2024-06-08,Rainy,13:10,No,Yes,No,13
16,Saturday,2024-07-06,Rainy,21:57,No,Yes,No,21
22,Saturday,2024-09-28,Sunny,14:35,No,Yes,No,14
11,Sunday,2024-01-07,Rainy,06:46,Yes,Yes,No,6
49,Wednesday,2024-02-21,Rainy,22:09,No,No,No,22
32,Monday,2024-01-29,Sunny,08:29,Yes,No,No,8
48,Monday,2024-05-20,Sunny,17:47,Yes,No,No,17
27,Saturday,2024-01-20,Rainy,09:48,Yes,Yes,No,9
33,Saturday,2024-07-27,Sunny,21:47,No,Yes,No,21
37,Friday,2024-01-05,Rainy,17:28,Yes,No,No,17
28,Saturday,2024-03-30,Sunny,13:49,No,Yes,No,13
42,Saturday,2024-11-09,Rainy,08:33,Yes,Yes,No,8
24,Friday,2024-11-01,Rainy,15:58,No,No,No,15
25,Thursday,2024-05-16,Rainy,19:16,Yes,No,No,19
48,Wednesday,2024-09-18,Rainy,12:01,No,No,No,12
2,Friday,2024-05-03,Rainy,15:22,No,No,No,15
41,Saturday,2024-05-18,Rainy,05:59,No,Yes,No,5
34,Friday,2024-06-28,Sunny,11:11,No,No,No,11
28,Monday,2024-01-08,Rainy,18:07,Yes,No,No,18
32,Sunday,2024-03-03,Rainy,22:40,No,Yes,No,22
48,Saturday,2024-06-29,Sunny,13:27,No,Yes,No,13
49,Saturday,2024-12-14,Sunny,15:46,No,Yes,No,15
44,Sunday,2024-09-29,Rainy,12:48,No,Yes,No,12
15,Monday,2024-03-18,Sunny,05:35,No,No,No,5
1,Monday,2024-01-01,Sunny,16:20,Yes,No,Yes,16
23,Sunday,2024-03-17,Rainy,14:28,No,Yes,No,14
49,Wednesday,2024-07-10,Sunny,14:04,No,No,No,14
24,Saturday,2024-09-14,Rainy,14:02,No,Yes,No,14
14,Saturday,2024-10-19,Sunny,16:24,Yes,Yes,No,16
4,Sunday,2024-03-31,Rainy,07:45,Yes,Yes,No,7
39,Monday,2024-01-01,Sunny,12:40,No,No,Yes,12
36,Tuesday,2024-02-13,Rainy,15:43,No,No,No,15
6,Saturday,2024-08-03,Rainy,07:55,Yes,Yes,No,7
29,Monday,2024-12-16,Sunny,22:26,No,No,No,22
8,Tuesday,2024-10-08,Sunny,10:39,No,No,No,10
12,Thursday,2024-07-25,Rainy,17:14,Yes,No,No,17
49,Wednesday,2024-03-06,Rainy,19:44,Yes,No,No,19
36,Friday,2024-03-01,Sunny,06:22,Yes,No,No,6
11,Sunday,2024-03-17,Sunny,14:01,No,Yes,No,14
45,Sunday,2024-08-25,Rainy,10:15,No,Yes,No,10
42,Thursday,2024-07-04,Rainy,07:42,Yes,No,No,7
13,Friday,2024-07-26,Sunny,05:01,No,No,No,5
37,Wednesday,2024-08-07,Rainy,11:01,No,No,No,11
18,Wednesday,2024-06-12,Rainy,20:44,No,No,No,20
5,Wednesday,2024-08-07,Sunny,20:14,No,No,No,20
33,Thursday,2024-05-02,Sunny,13:38,No,No,No,13
30,Thursday,2024-12-26,Rainy,17:38,Yes,No,No,17
15,Thursday,2024-07-25,Sunny,11:01,No,No,No,11
3,Thursday,2024-08-01,Rainy,15:56,No,No,No,15
7,Friday,2024-11-29,Rainy,11:04,No,No,No,11
17,Tuesday,2024-01-30,Rainy,14:15,No,No,No,14
12,Tuesday,2024-08-06,Sunny,05:22,No,No,No,5
7,Thursday,2024-09-26,Rainy,19:18,Yes,No,No,19
7,Friday,2024-01-12,Sunny,06:36,Yes,No,No,6
15,Tuesday,2024-02-27,Rainy,18:17,Yes,No,No,18
16,Friday,2024-05-10,Sunny,19:50,Yes,No,No,19
31,Saturday,2024-08-24,Rainy,06:38,Yes,Yes,No,6
19,Wednesday,2024-04-03,Sunny,05:08,No,No,No,5
2,Saturday,2024-08-03,Sunny,16:32,Yes,Yes,No,16
40,Wednesday,2024-10-23,Rainy,08:53,Yes,No,No,8
12,Thursday,2024-08-22,Rainy,07:14,Yes,No,No,7
25,Saturday,2024-09-14,Sunny,21:50,No,Yes,No,21
43,Sunday,2024-12-01,Sunny,05:20,No,Yes,No,5
11,Monday,2024-10-21,Rainy,10:54,No,No,No,10
21,Sunday,2024-10-13,Sunny,17:18,Yes,Yes,No,17
3,Saturday,2024-09-07,Rainy,18:01,Yes,Yes,No,18
49,Sunday,2024-07-21,Rainy,08:04,Yes,Yes,No,8
9,Sunday,2024-01-28,Rainy,11:50,No,Yes,No,11
47,Tuesday,2024-12-17,Rainy,13:15,No,No,No,13
43,Sunday,2024-08-25,Sunny,05:28,No,Yes,No,5
41,Tuesday,2024-03-12,Sunny,07:15,Yes,No,No,7
14,Wednesday,2024-06-26,Sunny,08:08,Yes,No,No,8
40,Sunday,2024-07-21,Rainy,10:18,No,Yes,No,10
28,Tuesday,2024-09-17,Sunny,21:08,No,No,No,21
33,Friday,2024-06-07,Rainy,19:23,Yes,No,No,19
19,Sunday,2024-02-18,Sunny,13:12,No,Yes,No,13
47,Sunday,2024-12-15,Rainy,09:50,Yes,Yes,No,9
10,Tuesday,2024-05-14,Rainy,06:56,Yes,No,No,6
48,Thursday,2024-10-03,Sunny,11:13,No,No,No,11
43,Tuesday,2024-07-09,Sunny,07:59,Yes,No,No,7
3,Friday,2024-05-24,Sunny,13:20,No,No,No,13
27,Friday,2024-02-02,Sunny,07:05,Yes,No,No,7
34,Thursday,2024-05-23,Sunny,10:13,No,No,No,10
18,Monday,2024-07-22,Rainy,05:54,No,No,No,5
18,Wednesday,2024-08-21,Sunny,15:21,No,No,No,15
45,Saturday,2024-08-31,Rainy,10:01,No,Yes,No,10
44,Friday,2024-03-29,Sunny,07:04,Yes,No,No,7
0,Wednesday,2024-08-21,Sunny,21:19,No,No,No,21
42,Wednesday,2024-10-02,Rainy,11:55,No,No,No,11
19,Saturday,2024-06-22,Sunny,22:03,No,Yes,No,22
48,Monday,2024-02-19,Rainy,16:12,Yes,No,No,16
31,Monday,2024-12-09,Sunny,10:02,No,No,No,10
7,Wednesday,2024-08-28,Rainy,15:57,No,No,No,15
2,Tuesday,2024-12-10,Rainy,10:11,No,No,No,10
10,Wednesday,2024-11-20,Rainy,17:14,Yes,No,No,17
0,Monday,2024-07-08,Rainy,07:56,Yes,No,No,7
33,Saturday,2024-10-26,Rainy,12:03,No,Yes,No,12
